Product Name,Brand,Calories (kcal),Proteins (g),Fat (g),Sugar (g),Salt (g),Carbohydrates (g),Code,Ingredients Text,Serving Suggestions
Buldak Hot Chicken Flavor Ramen Carbonara,Samyang,423.0,6.15,15.4,3.85,2.56,64.6,8801073113893,"noodle (77,5%) { wheat flour , modified tapioca starch, refined palm oil, modified potato starch, refined salt, emulsifier [lecithin(e322(i))], acidity regulator [potassium carbonate(e501(i)), sodium carbonate(e500), sodium phosphate dibasic(e339(ii)), citric acid(e330)], thickener [guar gum (e412)], green tea flavor oil,}

soup (12,7%) {water, artificial chicken flavor powder, soy sauce, white sugar, red pepper powder, chili pepper powder, soybean oil, onion, red pepper seed oil, garlic, modified potato starch, paprika extract, decolorized chilli extract, black pepper powder, curry powder,}

powder (9,8%) {whole milk powder, white sugar, milk powder, salt, mozzarella cheese powder, butter powder, modified potato starch, curly parsley, pepper powder, garlic powder, soybean oil,}",N/A
,"Combino,Vitasia,Vitasia China,Vitasia Chinese Style",364.0,11.8,1.0,1.7,0.43,75.6,20103699,"Pšenično brašno, voda, kuhinjska sol.",N/A
maggi,Nestle,384.0,8.14,12.6,1.86,2.57,59.6,8901058000290,"NOODLES: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 & 412). Acidity regulators (501(i) & 500(i)) and Humectant (451(i)). MASALA TASTEMAKER®: Mixed spices (25.6%) (Onion powder, Coriander powder, Turmeric powder, Red chilli powder, Garlic powder, Cumin powder, Aniseed powder, Ginger powder, Fenugreek powder, Black pepper powder, Clove powder, Green cardamom powder & Nutmeg powder), Refined wheat flour (Maida), Hydrolysed groundnut protein, Sugar, Palm oil, Starch, lodized salt, Thickener (508), Flavour enhancer (635), Toasted onion flakes, Acidity regulator (330). Colour (150d), Mineral and Wheat gluten. Allergen Note: Contains Wheat & Nut. May contain Milk, Mustard, Oats And Soy.",N/A
Buldak Hot Chicken Flavor Ramen,"Buldak, Samyang",350.0,9.29,7.14,5.0,2.95,61.4,8801073110502,"Noodle (76.7%) [Wheat flour, Thickener (E1420, E412), Palm oil, Wheat gluten, Salt, Emulsifier (E422, E322), Soybean oil, Acidity regulator (E501, E500, E339, E330), Water, Tocopherol powder (Contains: Soy), Green tea extract, Colour: E101], Soup (22.7%) [Water, Artificial chicken flavour (Contains: Gluten, Soy, Celery), Soy sauce, Sugar, Habanero pepper, Chili pepper, Soybean oil, Onion, Chilli pepper seed oil, Garlic, Thickener: E1420, Chili pepper oleoresin, Colour: E160c, Black pepper, Curry seasoning (Contains: Celery)], Flake (0.6%) [Roasted sesame, Roasted laver].

May contain traces of Crustaceans, Eggs, Fish, Molluscs, Milk, Mustard, Nuts, Peanuts, Sesame seeds.",N/A
Vegetable Flavour,YumYum,,,,,,,8852018101062,"Wheat flour (GLUTEN), palm oil (palm oil, antioxidant: E306), salt, tapioca starch, modified tapioca starch, sugar, flavour enhancers: E621, E635, garlic 1.2%, seasoning (CELERY, SOY flour, WHEAT [GLUTEN]), onion 0.4%, carrot 0.3%, spring onion 0.2%, creamer powder (glucose syrup, fully hydrogenated palm kernel oil, MILK protein, acidity regulator: E340, emulsifier: E471), SOY sauce powder (SOYBEANS, glucose syrup), maltodextrin, dried seaweed 0.07%, pepper powder 0.06%, acids: E296, E330, colour: E150c, thickener: E466, anti-caking agent: E551 (nano), yeast extract.",N/A
Medium Egg Noodles,Blue Dragon,188.0,7.0,0.7,1.2,0.787,38.0,5010338103767,"Wheat Flour (Wheat Flour with Calcium Carbonate, Iron, Niacin, Thiamin), Water, Pasteurised Free Range Whole Egg (5%), Salt, Paprika, Turmeric, Firming Agents (Potassium Carbonate, Sodium Carbonate), Acidity Regulator (Citric Acid).",N/A
Demae Ramen - Chicken,Nissin,91.0,2.0,4.0,0.5,0.216,11.1,8712429350100,"noodles 91,5% [wheat flour, palm oil,  stabilizer (potassium carbonate), thickener (guar gum), antioxidant (tocopherol-rich extract)], seasoning powder 7.3% [salt, flavor enhancers guanillate disodium (disodium inosinate], sugar, chicken meat powder (6.2% in seasoning powder), spices, soy sauce powder (soybeans, wheat, salt, m yeast extract,  flavouring, cont rapeseed, anti-caking agent (silicon dioxide), smoke flavouring), seasoning in oil 1.2% [(toasted sesame seed oil of may contain , crustaceans, fish, milk, molluscs and mustard, ()",N/A
Buldak Hot Chicken Flavour Ramen 2x spicy,Samyang,393.0,9.29,12.1,5.0,2.5,60.7,8801073113428,"noodle (76,7%)(wheat flour, tapioca starch, palm oil, wheat gluten, salt, soybean oil, water, acidity regulator (potassium carbonate (e501), sodium carbonate (e500), sodium phosphate dibasic (e399), sodium polyphosphate (e452), citric acid (e330)), thickener ((guar gum (e412)) emulsifier (soy lecithin(e332)))),
soup(22,7%)( water, artificial chicken flavor powder, white sugar, soy sauce, red pepper powder, soybean oil, onion powder, chilli extract, salt, garlic powder, tapioca starch, yeast extract powder, black pepper powder, curry powder), 
flakes(0,6%)(roasted sesame, roasted laver)",N/A
Fried noodles Mi Goreng,Indomie,475.0,8.75,21.2,7.5,2.66,61.2,0089686120714,"wheat flour, edible vegetable oil (palm), salt, acidity regulators (potassium carbonate, sodium carbonate, sodium polyphosphate), thickener (guar gum), colouring (riboflavin), antioxidant (TBHQ).
Seasoning powder:
sugar, salt, monosodium, glutamate, garlic powder, artificial beef flavour powder, onion powder, yeast extract, caramel.
Seasoning Oil:
edible vegetable oil (palm), onion, chili powder.
sweet soy sauce.
Contains: _Wheat (Gluten)_ , _soybean_.",N/A
Medium egg Noodles,Sainsbury's,342.0,11.8,3.52,1.12,0.08,64.5,00322768,"Wheat Flour, Water, Dried Egg Yolk (4%), Salt, Acidity Regulator: Potassium carbonate.",N/A
straight to wok medium noodles,Amoy,151.0,6.4,1.4,0.6,0.4,27.3,5010928390508,"Water, wheat flour, sunflower oil, wheat gluten, salt, acidity regulator - lactic acid, stabiliser-guar gum",N/A
Chickpea Fusilli,The Foodie Market,192.0,11.0,3.0,0.8,0.04,27.3,4088600206486,Chickpea Flour.,N/A
Wholewheat Noodles,Sainsbury's,,,,,,,00322775,"Wholewheat Flour (89%), Water, Salt.",N/A
Chicken & Mushroom,Pot Noodle,457.0,10.3,17.8,3.67,2.08,60.0,5000118203503,"oncentratet, acid (citric acid). Sauce sachet (4%): Soy sauce [water, Soy sauce SORBEAIL WHEAT, BARLEY), mushrooms (0.4%), herbs (chivest, sage), potato starch, mushro jie MK), Sugar, skimmed MILK powder, palm fat, salt, onion powder', yeastpowodr (antais Ingredients (as sold) POL Noodle mix (96%): Dried noodles (69%)[WHEAT flour (contains calcium carbonal, on niacin, thiamin), sunflower oil, palm oil, salt, firming agents (potassium carbonate, sodium cadorater, maltodextrin, WHEAT flour, sweetcorn, potassium chloride, flavour enhancers (monosodium glutamate, disodium inosinate, disodium guanylate), flavouring (aar LK), Sugar, skimmed MILK powder, palm fat. salt, onion powdert, yeast powder lan ge JbeHEAD), salt, molasses, sugar, acid (acetic acid)]. From sustainmbio rolory and mustard.",N/A
Duck Flavour,"Yum Yum,YumYum",75.0,1.2,3.7,0.6,0.955,9.0,8852018101031,"_Weizenmehl_ (_Gluten_), Palmöl (Palmöl, Antioxidationsmittel: E306), Salz, Zucker, Tapiokastärke, modifizierte Tapiokastärke, Knoblauch, Geschmacksverstärker: E621, E635, Chili 0,5%, Frühlingszwiebel 0,4%, Maisstärke, Pfeffer 0,3%, Zimt 0,1%, Sternanis 0,1%, Säuerungsmittel: E296, Farbstoff: E150c, Korianderpulver, Würzmittel (Aroma, _Sojaeiweiß_), Verdickungsmittel: E466, Hefeextrakt.",N/A
,Gallina Blanca,92.6,2.13,3.87,0.452,0.839,12.3,8410300349952,"oriental noodles (90%) (wheat flour, palm oil, modified starch, salt, gasifiers (sodium carbonate, potassium carbonate)), dressing (10%) (salt, potato starch, flavor enhancers (e621, e635), lactose, sugar, vegetables in varying proportion (parsley, carrot, celery, leek), yeast extract, flavorings (contain wheat, egg and milk), chicken fat 1,5%, colorings (natural caramel,  paprika extract, curcumin), white pepper, soy sauce powder (soy,   wheat, maltodextrin, salt), chicken meat 0,5%, acidity corrector (citric acid),",N/A
Mama Instant Rice Noodles,Mama,353.0,6.0,0.5,0.0,0.17,80.0,8851876201549,"rice 85%, tapioca starch 15%",N/A
Rice noodles Satay flavour,Itsu,,,,,,,5060262485286,"Rice noodles (62%) (rice, modified tapioca starch, sugar, salt, stabiliser: guar gum), broth paste (36%) Isoybean paste [water, soya beans, rice, salt), sesame paste, tamari soy sauce [water, soya beans, salt, alcohol), water, sugar, sesame oil, alcohol, yeast extract powder, salt, garlic powder, paprika powder, onion powder, coriander, chilli pepper, ginger powder), red pepper, leek.",N/A
instant rice vermicelli noodles,mams,360.0,6.67,0.0,,,82.2,8851876200412,"Rice 95%, Tapioca starch 5%",N/A
Rice noodles chick-n ramen,Itsu,69.0,1.66,1.2,0.73,0.658,13.0,5060262489741,"Rice noodles (62%) (rice, tapioca starch, salt, broth paste (36%) (soybean paste [water, soya beans, rice, salt), water, sesame paste (10%), yeast extract, sesame oil (6%), sugar, rice bran oil, salt, alcohol, onion powder, paprika powder, garlic powder, chilli powder, ginger powder, black pepper), dried spring onion. Allergy advice: for allergens, see ingredients in bold. May contain celery and mustard.",N/A
soba noodles,"Vitasia, Vitasia (Lidl), Vitasis",346.0,12.0,1.4,2.1,1.5,69.6,20561864,"wheat 71%, buckwheat 15%, water, cooking salt",N/A
Chicken & Mushroom,King Pot Noodle,459.0,10.5,18.4,3.6,1.98,60.5,5000118203664,"Noodle mix (96%): Dried noodles (69%) [WHEAT flour (contains calcium carbonate, i niacin, thiamin), palm oil, salt, firming agents (potassium carbonate, sodium carbonate maltodextrin, WHEAT flour, sweetcorn, potassium chloride, flavour enhancers (monosodium glutamate, disodium inosinate, disodium guanylate), flavourings (contai MILK), sugar, skimmed MILK powder, palm fat, salt, onion powdert, yeast powder (contains WHEAT, BARLEY), mushrooms (0.4%), herbs (chivest, sage), potato starch, mushroom je concentrate, acid (citric acid). Sauce sachet (4%): Soy sauce [water, soy sauce (SOYBEANS WHEAT), salt, molasses, sugar, acid (acetic acid)].",N/A
Fine egg noodles,Sharwood's,142.0,5.38,0.828,0.483,0.203,27.6,5000354924729,"Wheat Flour, Pasteurised Egg (2%), Salt, Acidity Regulator (Potassium Carbonate).",N/A
Glass Noodles,Vitasia,360.0,0.0,2.0,0.0,0.1,86.0,20441951,"igwa erbsstärke, maisstärke, wasser, zubereitung: len lassen anschliessend abtropfen lassen und weiter - asser übergiessen und ca, de vor wärme, feuchtigked cht geschützt lagern, nach dem öffnen innerhalb von 2 tagen konsulte ch lu noufles glass based on pea starch and demais, ingredients: pamidon starch of maize, water, repair advice: immerse the glass notes in simmering water,    let them swell for about 5 minutes, drain and serve, store away from heart, moisture and light opening, consume under bear it ch glass nooles-p di mais, ingredienti: a do di paveido preparazione: versare il contenute in acqu 5 minuti, infine scolare e codire, conservare in luogo fresco e a ciparo dalla luce solare,  una volta aperto consumare entro 2orni,   incartamento: pp 5 (plastica) raccolta differenziata, verifica le disposizioni del tuo comune, yantai 265400, shandong jindu hongfa foodstuffs co,, ltd, zhaoyuan geproduceerd door/hergestellt von:/developed by/prodotto da economic development zone, zhaoyuan, shandong, p,r, china/china/cina voor:/für,/pour/prodotto per: lidl stiftung,co, kg, stiftsbergstr, 1,  de-74167 neckarsulm duitsland/deutschland/germany/germania gla cons guta mit kock en izejas pen netto gewicht:/ nettogewicht:/ pan's het:/peso netto: bamido di pisellie mais, acqua ollente e cuocere per 100ge houdbaar tot tens haltbar rence",N/A
maccheroni,"Barilla, Barilla Pasta",359.0,13.0,2.0,3.5,0.01,71.0,8076808050440,"durum wheat semolina, water",N/A
Rice noodles chilli miso,itsu,71.9,1.67,0.764,0.868,0.819,14.2,5060262485309,"Rice noodles 62% (rice, modified tapioca starch, sugar, salt, stabiliser (guar gum)), broth paste 36% (soybean paste (water, _soya_ beans, rice, salt), water, _sesame_ oil, alcohol, sugar, yeast extract powder, seasoned kelp extract (kelp, salt, dextrin), salt, shiitake mushroom extract, onion powder, chilli pepper, coriander, ginger powder, black pepper), red pepper, leek.",N/A
Nouilles de blé instantanées saveur poulet,Tien Shan,,,,,,,3229820783017,"Nouilles (79 g) : farine de blé 64 %, huile de riz, amidon de tapioca, sel, émulsifiant : carboxyméthylcellulose de sodium, régulateur d'acidité : polyphosphates, poudre à lever : carbonate acide de sodium.
Assaisonnement saveur poulet (6 g) : sel, sucre, poudre de sauce soja (soja, farine de blé), exhausteur de goût : glutamate monosodique, ail en poudre, maltodextrine, poivre en poudre, oignons déshydratés, sirop de glucose, huile de riz, exhausteurs de goût : inosinate disodique - guanylate disodique, oignon en poudre, arôme poulet, anti-agglomérant : dioxyde de silicium, curcuma en poudre, caséinate de sodium, émulsifiant : mono - et diglycérides d'acides gras, stabilisant : monohydrogénophosphate de potassium.",N/A
Soba Cup Noodles &quot;Teriyaki&quot;,Nissin,214.0,5.0,9.3,4.9,2.3,26.2,5997523313159,"Nudeln 72.0% [_Weizenmehl_, Palmöl, Kochsalz, Geschmacksverstärker (E621), Mehlbehandlungsmittel (E500, E451) Antioxidationsmittel (E306), Säureregulator (Citronensäure)], Würzsauce 21,7% [_SOJASAUCE_ (Wasser, _SOJABOHNEN_, Kochsalz, _WEIZEN_, Zucker, Rapsöl, Dextrose, Geschmacksverstärker (E621, E635), hydrolysiertes Maisprotein, Kochsalz, Gewürze, Farbstoff (Zuckerkulör), Hühnerfleischpulver, modifizierte Stärke, Aromen (enthalten _SELLERIE_)], Kohl, Karotten, Shiitake-Pilze, Frühlingszwiebeln. Kann Spuren von _Krebstieren_, _Fisch_, _Milch_, _Weichtieren_, _Senf_ und _Sesam_ enthalten.",N/A
SOBA Cup Yakitori Poulet,Nissin,221.0,4.9,10.8,4.3,1.9,24.7,5997523311230,"Nouilles 72,2% [farine de BLÉ, huile de palme, sel, exhausteur de goût E621, agents de traitement de farine (E500, E451), antioxydant E306, correcteur d acidité: acide citrique], Sauce d assaisonnement 21,3% [sauce SOJA (eau, fèves de SOJA, sel, BLÉ), huile de colza, sucre, dextrose, exhausteurs de goût (E621, E635), graisse de poulet, poudre d oignons, protéines végétales hydrolysées, arômes, colorants (caramel ordinaire, curcumine et extrait de paprika), amidon modifié], oignon, poulet 1,1%, poivron rouge, oignon vert,",N/A
Noodles de arroz,Acecook,346.0,6.4,0.6,0.4,0.865,78.0,8934563207403,"Arroz 91,4%, almidón, sal, emulgente (carboximetikcelulosa sódica (E466).",N/A
Instant Noodles Vegetables Flavour,Maroc,450.0,11.0,17.0,2.0,2.0,62.0,5285000395164,"METHODE DE PRE أحمر و، les into 0 mf briskly boi 1nptv INDOMSoning pov der chili powder ved, NGREDIENTS: Nouilles (92,4 %) : Farine de blé tendre, huile végétale de palme, sel, Stabilisateurs: carbonate de potassium (E501), polyphosphate de sodium (E4521), carbonate sodium (E500i), Epaississant : guargum(E412), Colorant Riboflavine/Vitamine B2 (E101), Antioxydant: TBHQ (E319), Poudre (7,2%): sel, exhausteur de gout (E621), sucre, extrait de evure, arome de légumes artificiel, poudre de poivre, poudre d'ail, poireau déshydrate, poudre d'on, acide cirique, arôme de citron, poudre de celeri, poudre de curcuma Poudre da piment (0,4 d'assaisonnernent",N/A
Noodles,Bare naked foods,8.0,0.0,0.1,0.1,0.01,0.2,0702811594777,"Water; Konjac Flour (3.4%); Firming Agent: Calcium Hydroxide; Soybean Flour; Oatmeal Flour. For allergens, please see ingredients in bold. Whilst this product does not contain nuts we cannot guarantee that there are no traces. This product has been food tested by Food Test Laboratories Ltd. Protein Salt contributes to from 70g of B",N/A
Demae Ramen Spicy,Nissin,91.0,1.9,4.1,0.6,1.0,11.1,8712429361106,"Nudeln 89,7% [_Weizenmehl_, Palmöl, Salz, Mehlbehandlungsmittel (E500, E451), Stabilisator E501, Verdickungsmittel E412, Antioxidationsmittel E306], Würzmittelpulver 8,3% [Salz, Geschmacksverstärker (E621, E635), Zucker, _Sojasoßenpulver_(_Sojabohnen_, _Weizen_, Maltodextrin), Aromen (Geschmacksverstärker E631, _Weizen_, _Soja_), Chili (7% im Würzmittelpulver), Gewürze, Hefeextrakt, Farbstoffe: Paprikaextrakt und Zuckerkulör, Porree, Trennmittel E551, Säureregulator: Citronensäure], Würzöl 2,0% (_Sesamöl_, Rapsöl, Farbstoff: Paprikaextrakt, Gewürz, Knoblauchöl)",N/A
Ramen noodle soup chicken flavor,"Maruchan,Maruchan  Inc.",442.0,9.3,16.3,2.33,4.42,62.8,0041789002113,"enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrat riboflavin, folic acid), vegetable oil (contains one or more of the following: canola preserved by tbhq, contains less than 1% of: salt, potassium carbonate, soy sauce (water, wheat, soybean, salt), sodium carbonate, sodium hexametaphosphate, tripolyphosphate, 
soup base ingredients: salt, sugar, contains less than 1% of: monosodium glutamate, maltodextrin, spices (celery seed), hydrolyzed corn protein, hydrolyzed wheat protein, hydrolyzed so natural flavors, dehydrated vegetables (chive, garlic, onion), disodium guanylate, disocium knosinate yeast extract. vegetable oil (palm), lactose, powdered cocked chicken contains wheat, soy and eile ingredients. manufactured in a facility that ai so processes crustacean shellfish and sesame products.",N/A
veggie ramyun,Nongshim,430.0,9.0,14.0,3.0,4.1,67.0,8801043022705,"noodles 89% [wheat flour, palm oil, potato starch, modified potato starch, salt, acidity regulator (e501, e339, e500), seasoning (yeast extract, soy sauce, garlic), tocopherol liquid (antioxidant {e306}, emulsifier {soy lecithin}), green tea extract (oligosaccharides, green tea extract, acid {e330}), colour (e101)], soup powder 9% [seasoning (hydrolyzed vegetable protein {soy}, maltodextrin, yeast extract, salt, soy sauce, soybean,  sugar, wheat flour), spices (maltodextrin, garlic, red pepper, salt, black pepper, ginger, onion, green onion), salt, sugar, flavour enhancer (e631, e627), maltodextrin, shiitake mushroom, acid (e330)], vegetable flakes 2% [dried choy sum, dried carrot],",N/A
Rice noodles,By Sainsbury's,270.0,4.9,1.0,0.5,0.01,58.4,00322782,"rice flour, water.",N/A
Konjak Nudeln,"Lidl, Vitasia",11.0,0.1,0.0,0.0,0.02,1.2,4056489376194,"water, 3,84% konjac root meal, firming agent: calcium hydroxide,",N/A
Ready To Wok,Vitasia,161.0,6.0,1.4,0.6,0.2175,30.4,20564483,"wheat flour, water, wheat gluten, cooking salt, sunflower oil, acidity regulator: glucono-delta-lacton, thickener: guar gum,",N/A
Medium Egg Noodles,Tesco,107.0,3.72,0.601,0.219,0.0587,21.2,5052909539339,"Wheat Flour (_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Water, _Egg_ (4%), Salt, Colour (Beta-Carotene), Firming Agents (Potassium Carbonate, Sodium Carbonate), Acidity Regulator (Citric Acid)",N/A
Coup Noodles Beef,Nissin,78.0,2.5,3.0,0.8,1.2,9.6,5997523317232,"Nouilles 80,3% [farine de BLE, huile de palme, sel, exhausteur de goût (glutamate monosodique), correcteurs d'acidité (carbonates de sodium, acide citrique), stabilisant (triphosphates), antioxydant (extrait riche en tocopherols)], préparation de protéine de blé texturée (GLUTEN DE BLÉ, extrait de malt d'ORGE), sucre, sirop de glucose, sel, exhausteurs de goût (glutamate monosodique, guanylate disodique, inosinate disodique), poivron rouge, mélange d'épices &quot;5 épices&quot; 1,0%, poireau, graisse de bœuf en poudre (graisse de bœuf, bouillon de bœuf en poudre), arômes (contient BLÉ, SOJA, LAIT), sauce soja en poudre (fèves de SOJA, BLÉ, sel, maltodextrine), amidon modifié, piment en poudre 0,3%, extrait de levure, protéine de maïs hydrolysée, colorants (caramel ammoniacal, extrait de paprika), huile de palme, antiagglomérant (dioxyde de silicium), correcteurs d'acidité (acide citrique, acide succinique), extrait de le couvercle protéines de LAIT. Peut contenir céleri, crustacés, poissons viande de boeuf en poudre 0,02% (maltodextrine, extrait de boeuf), RATION: couverde à verser de lante www.epere. reposer mollusques, moutarde et graines de sésame.",N/A
Lustucru banzaï noodle saveur curry,Lustucru,82.0,1.7,3.8,0.5,0.87,9.9,3038359003370,"Noodles 88% (farine de BLE, huile de palme RSPO, amidon transformé, sel, poudre à lever : E 500-E 501), sel, exhausteurs de goût : E 621-E 635, maltodextrine, épices (curry 0.6% (curcuma, cumin, cannelle, sel, fenugrec, clous de girofle, gingembre, piment, cardamome, coriandre, noix de muscade, poivre), curcuma, ail, coriandre, piment, poivre), légumes (carottes, poireau), sucre, lactose (LAIT), arômes (BLE, LAIT), gras de poulet, extrait de levure, ciboulette, sauce SOJA (eau, graines de SOJA, BLE, maltodextrine, sel), colorants : E 160c et sucre caramélisé, antioxydant : extrait de romarin.",N/A
Nouilles au blé tendre 250g,Itinéraire des Saveurs,362.0,12.2,1.8,1.0,0.89,72.0,3250390325178,"Farine de blé tendre (69%) farine de blé dur (30%), sel, correcteur d'acidité : carbonate de potassium.",N/A
Instant noodles chicken flavour,Make In Minutes By Aldi,143.0,3.29,6.21,0.714,0.301,17.3,4088600260457,"noodles (94%) (wheat flour, palm ofl, sugar, lodised salt(salt, potassium lodate]), maltodextrin, flavour enhancers: monosodium glutamate, disodium 5-ribonudestides, sugar, lodised salt (salt, potassium lodate), flavouring (contains egg), wheat flour, onion powder, yeast extract, garlic powder, turmeric powder, acidity regulator: citic acid, whole milk powder, dried parsley, black pepper, turmeric extract, colour, plain caramel,",N/A
Noodles aux oeufs,Carrefour,136.0,5.5,1.0,,0.17,25.0,3245412654305,"Farine de _blé_ tendre 54%, farine de _blé_ dur 23%, _œufs_ frais pasteurisés 15% (150g pour 1kg de nouilles), sel, correcteur d'acidité : carbonate de potassium. Peut contenir des traces de soja, lait, sésame, moutarde et lupin.",N/A
,"Marque Repère, Tables du Monde",353.0,13.2,3.5,2.4,1.0,68.3,3564700158388,"wheat flour 67%, durum wheat flour 17%, egg 15%, salt, corrector of acidity : e501,
traces of milk, sesame and soy,",N/A
Pad Thai Rice Noodles,Thai Dragon,351.0,5.2,1.1,2.5,0.025,80.0,5020580019686,Rice,N/A
Shin Kimchi Ramyun,Nongshim,427.0,9.6,13.0,4.9,4.5,68.0,8801043157742,"noodles 87%: wheat flour, potato starch, palm oil, salt, acidity regulators: e501, e500, e339, antioxidant: e306, emulsifier: e322 (contains soy), seasoning (yeast extract, soybean, garlic, wheat starch), green tea extract, colour: e101, seasoning powder 10%: seasoning (maltodextrin, hydrolyzed vegetable protein (soy, wheat), salt, yeast extract, mustard oil), salt, sugar, flavour enhancers: e621, e627, e631, spices (maltodextrin,     garlic, glucose, black pepper), acid: e330, colour: e150c, vegetable flakes 3%: kimchi chinese cabbage flakes (chinese cabbage, garlic, red chili pepper), pak-choi, carrot, green onion, may contain barley, crustaceans, eggs, fish, peanuts, milk, celery, sesame seeds and molluscs, geschmack vir",N/A
